Uid,PostId,SnippetId,CloneClassnumber,CloneSize,Similarity,CodeLength,Grunality,A_ownerId,A_length,A_CreateDate,A_Score,A_NoOfBoldTags,A_NoOfCodeSnippets,A_NoOfComments,A_NoOfEditOrRevision,Answerer_ReputationScore,Answerer_Upvotes,Answerer_DownVotes,Answerer_PostedQuestions,Answerer_PostedAnswers,Answerer_NoOfRevision,Answerer_NoOfRevisionInAnswer,A_CodeRatioPercentage,A_LinkTags,A_ItalicTags,A_TotalCodeLength,A_codeRatio
166,34245801,1,1,12,70,357,Blocks,4150352,784,2015-12-12 22:34:10,0,1,8,1,2,14675,1354,132,32,493,1081,2,57.0521,0,0,449,0.5705
167,20414594,1,1,12,70,251,Blocks,1852254,272,2013-12-06 2:03:36,2,0,2,0,1,467,791,7,11,10,51,1,90.4762,0,0,247,0.9048
168,20029610,1,1,12,70,555,Blocks,2024761,675,2013-11-17 10:28:40,0,0,3,1,1,36151,162,3061,2,919,1770,1,82.8402,0,0,560,0.8284
169,22272313,1,1,12,70,315,Blocks,2416313,989,2014-03-08 17:02:35,0,0,9,2,2,3044,97,13,28,132,333,2,39.336,0,0,391,0.3934
170,52921972,1,1,12,70,313,Blocks,1863229,950,2018-10-22 3:17:40,0,0,6,1,1,229261,10475,3182,64,10110,21805,1,38.0902,0,1,363,0.3809
171,31538815,1,1,12,70,450,Blocks,2335171,1100,2015-07-21 12:17:24,0,0,2,0,2,961,163,43,9,72,155,2,40.7741,1,0,453,0.4077
172,23857370,1,1,12,70,447,Blocks,1893995,505,2014-05-25 16:13:57,3,0,2,3,3,19227,884,26,54,274,1030,1,63.9216,0,0,326,0.6392
173,16395576,1,1,12,70,351,Blocks,1162727,584,2013-05-06 9:17:39,1,0,3,1,1,1575,301,11,84,48,366,1,62.5641,0,0,366,0.6256
174,9613224,1,1,12,70,202,Blocks,544983,485,2012-03-08 5:15:18,2,0,3,1,1,23047,680,288,12,512,1008,1,54.918,0,0,268,0.5492
175,17075151,1,1,12,70,250,Blocks,335439,802,2013-06-12 20:52:52,0,0,2,1,1,1643,362,13,28,32,179,1,30.9789,0,0,250,0.3098
176,47270895,1,1,12,70,242,Blocks,2600184,1144,2017-11-13 18:13:40,2,0,2,3,2,468,118,11,26,25,119,2,21.2729,0,0,244,0.2127
177,15459114,1,1,12,70,424,Blocks,814074,468,2013-03-17 9:07:15,1,0,2,4,3,2326,47,18,18,69,287,1,89.6842,0,0,426,0.8968
178,20341182,1,1,12,70,252,Blocks,1431244,899,2013-12-03 1:31:50,5,0,2,3,1,4680,47,1,35,134,281,1,27.8146,0,0,252,0.2781
179,20054230,1,1,12,70,411,Blocks,136363,898,2013-11-18 17:43:11,1,1,7,6,2,3328,731,170,3,103,680,2,64.1196,0,0,579,0.6412
180,32720628,1,1,12,70,266,Blocks,1803853,2132,2015-09-22 15:14:24,1,1,7,3,4,19181,191,57,8,885,1413,4,36.9433,0,0,788,0.3694
181,3478608,1,1,12,70,149,Blocks,23976,405,2010-08-13 15:57:26,21,0,2,3,5,1948,726,0,9,23,64,5,45.0739,0,0,183,0.4507
182,9437449,1,1,12,70,717,Blocks,935375,1321,2012-02-24 20:19:00,2,2,4,0,1,1007,58,7,38,14,158,1,66.6163,0,0,882,0.6662
183,48148775,1,1,12,70,287,Blocks,2202415,731,2018-01-08 10:51:36,1,0,3,0,1,12802,1394,9,2,662,1758,1,39.4809,0,0,289,0.3948
184,10121024,1,1,12,70,227,Blocks,1032191,1680,2012-04-12 9:35:49,0,0,2,1,4,497,58,4,6,16,40,1,83.0669,1,0,1403,0.8307
185,43507653,1,1,12,70,284,Blocks,2671292,838,2017-04-19 23:19:49,4,0,5,1,2,177,28,0,3,11,27,2,43.9809,0,0,369,0.4398
186,19397358,1,1,12,70,349,Blocks,2777005,1490,2013-10-16 7:18:59,1,0,4,0,2,2870,351,12,4,91,179,2,35.8804,2,0,540,0.3588
187,21708276,1,1,12,70,338,Blocks,1631616,748,2014-02-11 17:04:46,7,1,3,6,5,1596,14,24,4,88,132,3,48.5981,0,0,364,0.486
188,26398547,1,1,12,70,486,Blocks,562363,719,2014-10-16 7:27:22,2,0,4,3,1,5386,94,59,21,98,239,1,71.1911,0,0,514,0.7119
189,33709944,1,1,12,70,259,Blocks,4908555,1259,2015-11-14 15:23:39,0,0,4,2,1,624,44,20,10,45,101,1,42.5079,0,0,539,0.4251
190,50231730,1,1,12,70,271,Blocks,4513913,541,2018-05-08 10:45:14,1,0,3,0,1,774,118,314,7,31,140,1,64.7601,0,0,351,0.6476
191,34162194,1,1,12,70,505,Blocks,823393,624,2015-12-08 17:25:12,3,0,4,2,1,52167,2480,114,96,2018,4038,1,82.56,0,0,516,0.8256
192,43803931,1,1,12,70,608,Blocks,7893686,650,2017-05-05 11:34:09,1,0,2,2,1,1637,37,5,0,248,331,1,93.3948,0,0,608,0.9339
193,21254534,1,1,12,70,295,Blocks,1686291,614,2014-01-21 9:50:04,3,0,10,2,1,3423,704,292,19,112,687,1,55.4295,0,0,342,0.5543
194,37339757,1,1,12,70,504,Blocks,2512399,768,2016-05-20 6:48:57,6,1,2,0,1,3858,233,93,1,205,516,1,65.1223,0,0,506,0.6512
195,52898016,1,1,12,70,346,Blocks,1553851,429,2018-10-19 18:23:23,2,0,2,0,2,36489,1465,5679,27,1122,3483,2,80,0,0,352,0.8
196,27892034,1,1,12,70,300,Blocks,4487530,1410,2015-01-11 20:59:47,-2,2,3,4,7,1304,1763,554,71,80,449,6,21.5341,3,0,306,0.2153
197,24151931,1,1,12,70,328,Blocks,1064245,855,2014-06-10 22:31:52,0,0,5,2,1,55083,1247,319,13,1302,3144,1,50.8046,0,0,442,0.508
198,20452958,1,1,12,70,374,Blocks,2953117,832,2013-12-08 11:36:18,0,0,4,8,2,3201,85,55,15,127,215,2,70.5882,0,0,588,0.7059
199,48414101,1,1,12,70,390,Blocks,8629960,1395,2018-01-24 2:52:09,2,0,5,4,1,4615,1263,20,1,199,492,1,70.9885,0,1,991,0.7099
200,8966460,1,1,12,70,254,Blocks,335858,471,2012-01-23 1:52:34,4,0,4,3,1,615495,29582,3077,21,15843,26136,1,54.0254,0,0,255,0.5403
201,28146154,1,1,12,70,282,Blocks,1048340,2646,2015-01-26 7:31:02,2,2,9,4,4,29643,1630,26,11,266,857,4,87.4197,0,0,2314,0.8742
202,24845208,1,1,12,70,409,Blocks,3006544,1377,2014-07-19 21:37:00,2,0,3,3,2,6958,203,280,0,226,393,2,72.3512,0,0,997,0.7235
203,43790482,1,1,12,70,289,Blocks,7960900,914,2017-05-04 18:40:46,2,0,3,0,1,143,5,1,2,6,27,1,55.2546,0,0,510,0.5525
204,52377574,1,1,12,70,330,Blocks,6214491,1107,2018-09-18 1:09:12,0,0,3,2,2,2082,1604,19,12,65,1135,2,78.7253,0,0,877,0.7873
205,14252709,1,1,12,70,550,Blocks,1965840,680,2013-01-10 7:22:26,0,0,2,0,1,93,3,0,3,7,17,1,82.1898,0,0,563,0.8219
206,27892034,1,1,12,70,304,Blocks,4487530,1410,2015-01-11 20:59:47,-2,2,3,4,7,1304,1763,554,71,80,449,6,21.5341,3,0,306,0.2153
207,49037930,1,1,12,70,717,Blocks,6468580,1627,2018-02-28 20:23:50,0,7,2,2,2,1080,97,41,0,46,100,2,43.7961,0,1,713,0.438
208,22657173,1,1,12,70,339,Blocks,3446407,383,2014-03-26 9:52:22,1,0,2,0,1,48,0,0,7,5,31,1,87.2396,0,0,335,0.8724
209,29906357,1,1,12,70,166,Blocks,1863564,1215,2015-04-27 21:33:58,3,0,13,1,3,4588,1751,1451,37,90,901,3,35.8553,0,0,436,0.3586
210,30565382,1,1,12,70,263,Blocks,114251,486,2015-06-01 3:48:57,3,0,2,1,1,324923,3365,152,67,11126,16765,1,53.1828,0,0,259,0.5318
211,43301748,1,1,12,70,375,Blocks,4094323,1599,2017-04-09 0:22:34,5,0,9,7,4,586,9,4,9,36,99,4,30.25,0,0,484,0.3025
212,37796708,1,1,12,70,288,Blocks,157247,1469,2016-06-13 18:25:19,2,1,8,1,1,690167,10797,24756,72,16745,37213,1,55.9864,0,1,823,0.5599
213,34197099,1,1,12,70,262,Blocks,1984039,848,2015-12-10 8:38:01,1,0,7,5,2,53342,884,115,40,2832,4456,2,46.5335,0,0,396,0.4653
214,22657173,1,1,12,70,335,Blocks,3446407,383,2014-03-26 9:52:22,1,0,2,0,1,48,0,0,7,5,31,1,87.2396,0,0,335,0.8724
215,17847043,1,1,12,70,296,Blocks,1048572,1356,2013-07-25 0:27:34,1,0,8,2,1,374450,8408,4162,31,9328,22013,1,39.3828,1,1,536,0.3938
216,31557032,1,1,12,70,373,Blocks,1346369,418,2015-07-22 7:51:21,1,0,2,2,1,9715,672,119,35,430,795,1,89.2601,0,0,374,0.8926
217,15350607,1,1,12,70,287,Blocks,732016,2274,2013-03-11 23:30:55,1,1,12,2,2,9057,613,84,69,157,792,2,35.2278,5,0,812,0.3523
218,35265069,1,1,12,70,618,Blocks,2202512,1418,2016-02-08 8:22:13,1,0,3,3,2,690,77,41,4,41,78,2,84.9825,0,0,1211,0.8498
219,37813792,1,1,12,70,369,Blocks,4985572,1699,2016-06-14 13:41:34,0,2,8,2,5,1064,449,41,11,67,168,4,60.6729,1,0,1046,0.6067
220,11560334,1,1,12,70,189,Blocks,181144,678,2012-07-19 11:55:41,2,0,4,3,2,1948,300,18,19,146,216,1,29.5754,0,0,202,0.2958
221,41336380,1,1,12,70,566,Blocks,982198,938,2016-12-26 21:19:07,6,0,8,0,2,3076,750,14,38,124,317,2,69.6486,0,0,654,0.6965
222,34120025,1,1,12,70,376,Blocks,2686868,613,2015-12-06 16:49:37,0,0,2,3,1,471,30,0,0,11,14,1,70.684,0,0,434,0.7068
223,18610045,1,1,12,70,196,Blocks,2016386,3969,2013-09-04 9:25:17,1,7,78,1,1,1701,185,7,35,41,184,1,20.403,0,0,810,0.204
224,26867721,1,1,12,70,330,Blocks,4226844,2277,2014-11-11 14:55:26,6,0,4,4,8,91,2,0,1,3,8,3,78.7215,0,0,1798,0.7872
225,22945833,1,1,12,70,262,Blocks,1711796,1733,2014-04-08 18:54:42,3,0,11,8,1,45011,375,2754,6,1446,9452,1,20.2641,2,0,353,0.2026
226,19775392,1,1,12,70,264,Blocks,710051,1600,2013-11-04 19:22:12,1,1,6,13,2,7877,506,213,93,187,561,2,57.2047,2,0,925,0.572
227,51495694,1,1,12,70,286,Blocks,3915431,4059,2018-07-24 9:56:17,3,5,22,5,4,25881,352,189,4,937,1832,4,17.1791,6,0,704,0.1718
228,51486607,1,1,12,70,481,Blocks,4853835,540,2018-07-23 20:14:41,0,0,2,1,3,1236,126,16,9,101,362,3,95.1941,0,0,515,0.9519
229,44628770,1,1,12,70,301,Blocks,5168011,654,2017-06-19 10:59:32,1,0,6,13,3,19098,413,1991,7,1050,2430,3,61.8401,0,0,410,0.6184
230,19876424,1,1,12,70,250,Blocks,2180189,612,2013-11-09 13:19:42,1,0,3,4,2,12099,804,872,169,337,1271,2,47.4715,0,0,291,0.4747
231,23382198,1,1,12,70,318,Blocks,2670792,385,2014-04-30 7:32:03,3,0,2,1,1,27419,619,719,6,1089,1618,1,81.5385,0,1,318,0.8154
232,862602,1,1,12,70,356,Blocks,31136,1436,2009-05-14 10:23:42,3,0,4,2,2,42280,2416,45,7,564,911,2,39.5045,3,0,574,0.395
233,49243007,1,1,12,70,307,Blocks,1362049,489,2018-03-12 19:22:26,2,0,4,0,1,1232,406,48,6,50,84,1,63.8776,0,0,313,0.6388
234,40203978,1,1,12,70,862,Blocks,4607546,2459,2016-10-23 14:23:54,0,0,7,2,1,102,364,0,7,7,33,1,77.0161,0,1,1910,0.7702
235,28492057,1,1,12,70,335,Blocks,664856,606,2015-02-13 3:36:18,0,0,2,0,1,2509,33,4,1,187,202,1,54.5305,0,0,331,0.5453
236,11103130,1,1,12,70,433,Blocks,578244,2160,2012-06-19 14:27:24,6,0,5,2,1,3576,72,3,2,76,89,1,50.485,0,0,1093,0.5048
237,18129336,1,1,12,70,257,Blocks,531398,1050,2013-08-08 14:57:30,2,0,4,4,3,9657,305,40,16,331,743,3,56.137,0,0,590,0.5614
238,46026617,1,1,12,70,247,Blocks,7637120,795,2017-09-03 18:30:21,3,1,5,4,3,6412,596,14,23,259,507,3,68.6717,0,0,548,0.6867
239,47318335,1,1,12,70,297,Blocks,8116173,1118,2017-11-15 22:23:44,0,0,6,2,1,2813,400,11,3,216,473,1,42.1053,0,0,472,0.4211
240,10359829,1,1,12,70,250,Blocks,20322,1412,2012-04-28 1:33:27,2,0,6,1,3,22681,1079,86,0,793,1243,3,41.4013,0,0,585,0.414
241,14635975,1,1,12,70,282,Blocks,166678,1800,2013-01-31 22:01:55,2,0,5,4,5,538,243,13,9,28,69,5,54.9139,0,0,989,0.5491
242,32199762,1,1,12,70,461,Blocks,2408879,733,2015-08-25 9:00:38,0,0,3,0,3,1193,456,1,1,48,96,3,77.027,0,0,570,0.7703
243,48665175,1,1,12,70,320,Blocks,1866010,1766,2018-02-07 13:33:35,1,0,4,4,5,376,625,14,8,16,60,5,48.2213,1,0,854,0.4822
244,49652427,1,1,12,70,359,Blocks,1897870,1175,2018-04-04 13:34:09,1,0,2,3,2,14400,741,31,1,602,821,1,30.9524,0,2,364,0.3095
245,3480375,1,1,12,70,289,Blocks,2598,502,2010-08-13 20:15:36,9,0,2,0,1,108034,3994,166,46,705,3005,1,58.0517,0,0,292,0.5805
246,3673957,1,1,12,70,153,Blocks,54506,796,2010-09-09 5:16:06,0,0,3,0,1,13063,5953,769,100,520,1543,1,45.0439,0,0,359,0.4504
247,2854917,1,1,12,70,135,Blocks,170974,1271,2010-05-18 6:17:06,109,0,3,1,5,30300,688,24,58,393,864,2,40.4088,0,0,514,0.4041
248,1410254,1,1,12,70,219,Blocks,12960,586,2009-09-11 10:56:25,22,0,2,6,5,229053,4632,150,2,3825,6001,5,36.6269,0,1,215,0.3663
249,21763111,1,1,12,70,256,Blocks,2412895,1030,2014-02-13 18:57:20,2,0,6,5,1,4054,122,0,20,191,434,1,48.2056,0,0,497,0.4821
250,42975148,1,1,12,70,510,Blocks,1426227,5139,2017-03-23 11:47:35,4,0,14,7,15,59120,5053,2311,28,881,5122,14,20.5485,7,2,1064,0.2055
251,37344503,1,1,12,70,219,Blocks,6355603,386,2016-05-20 10:37:50,2,0,2,0,3,50,2,0,8,2,33,3,56.8475,0,0,220,0.5685
252,20045501,1,1,12,70,266,Blocks,2353911,2494,2013-11-18 10:29:16,1,1,23,4,3,40416,606,5942,12,1266,2272,3,42.9653,2,0,1078,0.4297
253,47561345,1,1,12,70,542,Blocks,1040885,3281,2017-11-29 20:33:30,2,2,3,0,1,23687,11,7,0,1418,1478,1,37.5453,2,0,1242,0.3755
254,10730514,1,1,12,70,219,Blocks,1268895,1150,2012-05-24 2:53:30,7,0,8,6,1,7891,3150,44,5,243,2234,1,34.1991,0,2,395,0.342
255,5793614,1,1,12,70,218,Blocks,3474,383,2011-04-26 16:49:02,3,0,2,3,1,222413,4977,835,12,2031,3705,1,93.2292,0,0,358,0.9323
256,23419325,1,1,12,70,318,Blocks,256196,1770,2014-05-02 1:19:30,5,0,6,3,3,297863,8369,2446,115,8350,17641,3,51.8228,2,1,924,0.5182
257,14711879,1,1,12,70,404,Blocks,1202025,696,2013-02-05 16:12:48,6,0,5,1,1,114648,1818,2745,5,2928,5619,1,84.0746,0,0,586,0.8407
258,37780969,1,1,12,70,310,Blocks,1863229,1765,2016-06-13 2:15:43,4,0,11,1,2,229261,10475,3182,64,10110,21805,2,55.2424,0,2,980,0.5524
259,7139105,1,1,12,70,217,Blocks,731620,1266,2011-08-21 15:12:46,5,0,5,1,3,40672,248,12,6,1123,1523,3,55.3895,1,1,704,0.5539
260,2589608,1,1,12,70,358,Blocks,14955,1045,2010-04-07 2:18:07,4,0,5,1,3,195670,10019,688,215,3319,5339,3,46.6539,0,0,488,0.4665
261,53914458,1,1,12,70,253,Blocks,4856814,551,2018-12-24 14:07:02,1,0,5,0,1,3176,23,10,3,340,386,1,59.4203,0,0,328,0.5942
262,15677355,1,1,12,70,221,Blocks,2095090,892,2013-03-28 8:40:35,2,0,2,0,1,11329,832,290,6,322,606,1,76.5886,1,0,687,0.7659
263,1835811,1,1,12,70,225,Blocks,110088,664,2009-12-02 21:06:38,6,0,2,2,1,24250,1779,214,7,308,647,1,33.2331,0,0,221,0.3323
264,22149525,1,1,12,70,398,Blocks,1343553,1515,2014-03-03 14:38:18,3,0,5,0,2,1938,299,8,10,72,173,2,64.6053,0,0,982,0.6461
265,23630606,1,1,12,70,255,Blocks,2319407,941,2014-05-13 11:57:25,4,0,3,2,2,108837,2765,1738,0,3456,10142,2,86.1522,0,1,815,0.8615
266,34906273,1,1,12,70,340,Blocks,5788941,821,2016-01-20 17:11:28,2,0,2,0,1,1092,191,56,2,60,86,1,40.4819,2,0,336,0.4048
267,16088629,1,1,12,70,199,Blocks,830964,1375,2013-04-18 16:40:49,15,0,9,2,2,9541,111,32,6,365,457,2,68.6502,0,0,946,0.6865
268,21323423,1,1,12,70,317,Blocks,2455309,3361,2014-01-24 2:40:01,0,1,22,5,4,389,78,1,0,16,27,4,34.492,0,1,1161,0.3449
269,12303122,1,1,12,70,183,Blocks,209513,859,2012-09-06 15:10:34,3,0,6,3,2,33949,4812,237,11,988,2429,2,60.3488,0,0,519,0.6035
270,31216083,1,1,12,70,195,Blocks,4992966,2701,2015-07-04 1:47:03,6,3,11,0,2,551,122,1,0,16,38,2,16.9379,0,1,458,0.1694
271,28136195,1,1,12,70,429,Blocks,2422456,843,2015-01-25 12:07:52,4,0,3,3,2,221,126,0,23,18,99,2,72.2877,0,0,613,0.7229
272,13427475,1,1,12,70,204,Blocks,738746,434,2012-11-17 3:44:53,3,0,4,0,2,41812,3684,339,32,907,3317,2,48.5057,0,0,211,0.4851
273,22440621,1,1,12,70,362,Blocks,1093528,907,2014-03-16 18:00:01,1,0,4,8,4,90367,1537,230,195,2214,4727,3,40.8297,1,0,374,0.4083
274,31782328,1,1,12,70,381,Blocks,1799530,893,2015-08-03 8:07:17,0,0,3,1,1,6729,1493,935,25,351,609,1,79.9555,0,0,718,0.7996
275,35216729,1,1,12,70,450,Blocks,4490559,2141,2016-02-05 5:15:17,1,0,5,5,2,5329,2589,1416,20,121,509,2,83.8262,1,0,1814,0.8383
276,32686403,1,1,12,70,608,Blocks,4284406,920,2015-09-21 2:14:19,1,0,3,3,1,1022,11,11,5,119,153,1,71.597,0,0,668,0.716
277,18533803,1,1,12,70,284,Blocks,376390,1255,2013-08-30 13:12:53,2,0,3,0,2,7792,406,46,10,39,160,1,23.9683,1,0,302,0.2397
278,49631613,1,1,12,70,222,Blocks,9320791,327,2018-04-03 13:39:49,5,0,2,7,2,96,32,0,0,5,7,1,66.8675,0,0,222,0.6687
279,49056093,1,1,12,70,385,Blocks,5702105,1679,2018-03-01 18:10:09,2,0,7,0,3,3681,206,39,2,165,337,3,42.7553,1,0,720,0.4276
280,22097574,1,1,12,70,236,Blocks,2904829,778,2014-02-28 14:15:37,5,0,2,7,2,2500,43,11,0,148,186,2,44.6999,0,0,350,0.447
281,21190737,1,1,12,70,158,Blocks,1274314,670,2014-01-17 16:21:30,2,1,2,3,3,13786,344,242,14,400,591,1,22.8148,1,1,154,0.2281
282,15963662,1,1,12,70,159,Blocks,243943,1367,2013-04-12 5:23:01,2,0,9,0,1,46463,1282,205,19,1857,2583,1,15.9157,2,0,219,0.1592
283,35803900,1,1,12,70,357,Blocks,217324,1132,2016-03-04 18:54:22,0,0,2,1,2,73533,12003,2769,25,1403,7128,1,35.1542,1,0,399,0.3515
284,4652332,1,1,12,70,234,Blocks,89806,706,2011-01-10 22:41:38,5,0,2,7,5,88283,1781,106,45,584,2334,5,32.3488,1,0,230,0.3235
285,52566526,1,1,12,70,209,Blocks,9589593,601,2018-09-29 8:17:44,2,0,4,1,1,4683,202,289,6,139,363,1,43.6877,0,0,263,0.4369
286,17872381,1,1,12,70,204,Blocks,992484,880,2013-07-26 3:22:35,1,0,6,1,1,300909,10979,1441,15,10157,19134,1,76.153,0,0,677,0.7615
287,16569396,1,1,12,70,251,Blocks,2277645,1076,2013-05-15 15:38:37,0,0,4,2,1,364,176,58,22,56,144,1,71.7972,0,0,779,0.718
288,21490883,1,1,12,70,400,Blocks,1645339,2634,2014-01-31 22:00:37,0,2,3,0,2,4329,700,31,18,169,489,2,75.761,0,0,2016,0.7576
289,31637178,1,1,12,70,189,Blocks,1221571,677,2015-07-26 12:53:15,2,0,3,1,1,287031,9408,1784,13,7385,14000,1,76.1765,0,0,518,0.7618
290,10442488,1,1,12,70,127,Blocks,157882,1245,2012-05-04 3:56:45,0,0,6,1,1,852319,15343,21024,15,17029,72465,1,46.5655,0,0,583,0.4657
291,52914468,1,1,12,70,226,Blocks,0,1127,2018-10-21 10:46:13,0,0,3,13,3,0,0,0,261014,224615,0,0,72.0768,1,0,826,0.7208
292,18263026,1,1,12,70,191,Blocks,301153,968,2013-08-15 22:36:43,0,0,3,1,2,8514,727,10,34,78,278,2,74.4593,0,0,723,0.7446
293,36543020,1,1,12,70,165,Blocks,3956070,1559,2016-04-11 8:02:08,1,2,8,6,1,26557,451,10,1,663,1217,1,42.6564,1,0,668,0.4266
294,36928043,1,1,12,70,344,Blocks,6158634,383,2016-04-29 1:22:02,0,0,2,0,1,13,0,0,3,3,14,1,88.5417,0,0,340,0.8854
295,27435572,1,1,12,70,210,Blocks,3109248,311,2014-12-12 1:45:12,0,0,2,5,1,1984,360,12,8,124,221,1,66.4557,0,0,210,0.6646
296,26006339,1,1,12,70,155,Blocks,1079354,1522,2014-09-23 23:39:44,1,0,8,1,1,82271,14414,15073,16,2556,8626,1,62.7541,0,0,957,0.6275
297,30794529,1,1,12,70,189,Blocks,2918585,685,2015-06-12 2:38:55,1,0,3,4,2,8696,88,566,13,275,483,2,78.9855,0,0,545,0.7899
298,11056888,1,1,12,70,260,Blocks,1133011,1434,2012-06-15 19:18:45,6,0,3,3,4,30016,2112,86,30,515,2391,2,62.4913,1,0,903,0.6249
299,13361999,1,1,12,70,137,Blocks,422550,1078,2012-11-13 13:55:47,5,0,2,3,4,1308,124,2,6,28,56,2,89.0842,0,0,963,0.8908
300,24736205,1,1,12,70,262,Blocks,2169571,890,2014-07-14 12:06:24,0,0,2,1,1,889,55,4,11,38,104,1,93.9799,0,0,843,0.9398
301,22235777,1,1,12,70,215,Blocks,1639556,505,2014-03-06 20:56:27,3,0,2,0,1,4609,1869,9,110,173,852,1,60.6719,0,0,307,0.6067
302,40270167,1,1,12,70,258,Blocks,1997376,1900,2016-10-26 18:59:04,1,1,10,0,4,33220,1323,24,5,940,3736,4,40.2727,1,0,768,0.4027
303,45072520,1,1,12,70,229,Blocks,3682246,1296,2017-07-13 6:01:38,1,0,2,0,1,146,232,0,1,11,14,1,51.7294,1,0,673,0.5173
304,23625964,1,1,12,70,284,Blocks,2193767,1376,2014-05-13 8:13:55,0,0,2,4,2,31843,2935,384,36,1340,2750,2,93.9155,0,0,1312,0.9392
305,29145097,1,1,12,70,203,Blocks,3878449,1498,2015-03-19 12:51:25,0,0,3,0,1,66,12,0,0,6,7,1,53.2183,2,0,802,0.5322
306,23837603,1,1,12,70,167,Blocks,3389352,904,2014-05-23 20:05:53,2,0,3,0,1,56,0,0,0,2,2,1,49.3923,0,0,447,0.4939
307,37855601,1,1,12,70,304,Blocks,5612858,732,2016-06-16 9:46:27,1,0,8,3,1,13729,794,249,0,585,1131,1,44.7476,0,0,328,0.4475
308,48475549,1,1,12,70,214,Blocks,1721793,684,2018-01-27 11:57:00,2,0,2,2,1,341,3,1,0,20,25,1,61.9048,1,0,429,0.619
309,11138610,1,1,12,70,327,Blocks,441352,699,2012-06-21 12:53:25,5,0,3,1,1,1015,174,1,6,24,53,1,58.8571,0,0,412,0.5886
310,9813859,1,1,12,70,275,Blocks,1239369,1387,2012-03-21 22:34:44,0,0,2,3,3,56,25,0,9,7,64,3,47.5071,0,0,667,0.4751
311,15143672,1,1,12,70,364,Blocks,1669464,2063,2013-02-28 19:08:29,5,0,4,0,2,3087,228,11,22,79,208,2,75.7184,0,0,1581,0.7572
312,45579061,1,1,12,70,106,Blocks,4039840,1505,2017-08-08 22:38:11,1,0,2,1,1,1106,224,48,3,117,141,1,79.5784,0,0,1208,0.7958
313,15963662,1,1,12,70,175,Blocks,243943,1367,2013-04-12 5:23:01,2,0,9,0,1,46463,1282,205,19,1857,2583,1,15.9157,2,0,219,0.1592
314,24937622,1,1,12,70,211,Blocks,3282808,602,2014-07-24 15:14:23,1,0,4,0,2,6927,41,26,16,508,782,2,38.1426,0,0,230,0.3814
315,19344077,1,1,12,70,466,Blocks,342073,576,2013-10-13 10:20:45,0,0,3,4,1,6526,70,22,74,237,638,1,83.6489,0,0,486,0.8365
316,34033650,1,1,12,70,311,Blocks,4948426,523,2015-12-02 2:00:24,1,0,3,5,5,1424,41,2,24,69,264,3,69.2015,0,0,364,0.692
317,5792901,1,1,12,70,191,Blocks,575520,866,2011-04-26 15:48:06,1,0,3,3,1,5693,289,22,6,94,153,1,54.902,0,1,476,0.549
318,30118994,1,1,12,70,272,Blocks,4326936,912,2015-05-08 8:15:48,1,0,2,2,1,7426,98,0,20,332,465,1,80.1527,0,0,735,0.8015
319,43279390,1,1,12,70,415,Blocks,4077513,805,2017-04-07 13:27:24,0,0,2,0,1,2117,807,101,362,75,1562,1,76.7241,0,0,623,0.7672
320,4049848,1,1,12,70,194,Blocks,7412,952,2010-10-29 7:27:15,15,1,3,2,1,191682,395,326,56,1803,2477,1,69.5109,0,0,668,0.6951
321,32213567,1,1,12,70,157,Blocks,1478764,6426,2015-08-25 20:35:35,0,2,10,0,2,2303,349,174,76,73,359,2,57.2447,3,0,3694,0.5724
322,5291062,1,1,12,70,139,Blocks,584597,551,2011-03-13 17:25:50,105,0,4,0,2,10713,301,41,9,219,297,2,28.0576,1,0,156,0.2806
323,34043568,1,1,12,70,287,Blocks,4214287,1227,2015-12-02 13:07:32,2,2,5,5,3,1837,185,35,3,95,157,3,58.4553,0,0,719,0.5846
324,31458616,1,1,12,70,410,Blocks,157247,5308,2015-07-16 15:35:04,4,5,16,15,5,690167,10797,24756,72,16745,37213,5,67.8081,1,3,3604,0.6781
325,16855246,1,1,12,70,213,Blocks,119114,4487,2013-05-31 10:31:24,5,4,10,2,4,29255,3721,414,4,652,3110,4,33.3037,2,2,1498,0.333
326,4807199,1,1,12,70,368,Blocks,45664,2260,2011-01-26 16:40:54,2,0,11,3,2,85076,3679,332,37,1151,1981,2,21.6336,0,3,490,0.2163
327,4725361,1,1,12,70,128,Blocks,579576,1971,2011-01-18 14:42:34,2,0,3,4,2,711,25,11,5,23,47,2,60.4357,0,0,1193,0.6044
328,20599573,1,1,12,70,148,Blocks,992484,867,2013-12-15 20:45:39,1,0,2,3,1,300909,10979,1441,15,10157,19134,1,86.3844,0,0,755,0.8638
329,22052217,1,1,12,70,189,Blocks,2365297,1795,2014-02-26 20:11:50,5,1,3,11,4,7264,76,62,16,393,664,4,88.9012,0,0,1602,0.889
330,16765520,1,1,12,70,134,Blocks,1937270,887,2013-05-27 2:10:20,1,0,6,0,2,6309,1761,668,35,139,1249,2,43.5698,2,0,393,0.4357
331,25167481,1,1,12,70,345,Blocks,1100940,1783,2014-08-06 18:24:40,0,0,5,1,1,4928,601,7,5,208,592,1,27.8643,3,0,501,0.2786
332,37418173,1,1,12,70,214,Blocks,3962091,2356,2016-05-24 15:40:55,1,1,8,9,2,3029,55,214,8,166,252,2,66.4981,0,0,1578,0.665
